# FrameID, Timestamp_Sec, Odom_X, Odom_Y, Odom_Yaw, Lat, Lon
549, 1762515304.678321, 692962.5637, 5339051.1109, 1.0848, 48.175332372, 11.595722524
550, 1762515304.699032, 692962.6287, 5339051.0763, 1.0844, 48.175332043, 11.595723384
551, 1762515304.728217, 692962.7203, 5339051.0276, 1.0838, 48.175331581, 11.595724595
552, 1762515304.759962, 692962.8199, 5339050.9746, 1.0831, 48.175331077, 11.595725913
553, 1762515304.787134, 692962.9052, 5339050.9293, 1.0826, 48.175330647, 11.595727041
554, 1762515304.844493, 692963.0853, 5339050.8336, 1.0814, 48.175329738, 11.595729422
555, 1762515304.876758, 692963.1894, 5339050.7780, 1.0805, 48.175329210, 11.595730800
556, 1762515304.907578, 692963.2641, 5339050.7380, 1.0796, 48.175328830, 11.595731787
557, 1762515304.929157, 692963.3501, 5339050.6919, 1.0786, 48.175328393, 11.595732925
558, 1762515304.959464, 692963.4430, 5339050.6420, 1.0775, 48.175327919, 11.595734153
559, 1762515305.008569, 692963.5935, 5339050.5605, 1.0758, 48.175327146, 11.595736143
560, 1762515305.034216, 692963.6289, 5339050.5413, 1.0755, 48.175326964, 11.595736610
561, 1762515305.058966, 692963.7385, 5339050.4814, 1.0743, 48.175326396, 11.595738059
562, 1762515305.100903, 692963.7676, 5339050.4654, 1.0740, 48.175326244, 11.595738445
563, 1762515305.131806, 692963.8808, 5339050.4031, 1.0729, 48.175325653, 11.595739940
564, 1762515305.155933, 692964.0199, 5339050.3262, 1.0714, 48.175324924, 11.595741780
565, 1762515305.190523, 692964.1361, 5339050.2621, 1.0702, 48.175324317, 11.595743315
566, 1762515305.223994, 692964.2111, 5339050.2209, 1.0694, 48.175323927, 11.595744307
567, 1762515305.251743, 692964.3237, 5339050.1591, 1.0682, 48.175323341, 11.595745795
568, 1762515305.304539, 692964.4523, 5339050.0883, 1.0669, 48.175322669, 11.595747494
569, 1762515305.350348, 692964.5757, 5339050.0198, 1.0657, 48.175322021, 11.595749125
570, 1762515305.371515, 692964.5904, 5339050.0117, 1.0656, 48.175321943, 11.595749320
571, 1762515305.386533, 692964.7230, 5339049.9381, 1.0646, 48.175321246, 11.595751072
572, 1762515305.423436, 692964.8464, 5339049.8545, 1.0639, 48.175320461, 11.595752697
573, 1762515305.464500, 692964.9203, 5339049.8131, 1.0636, 48.175320069, 11.595753674
574, 1762515305.500868, 692965.0374, 5339049.7472, 1.0631, 48.175319446, 11.595755220
575, 1762515305.533547, 692965.1516, 5339049.6828, 1.0628, 48.175318836, 11.595756729
576, 1762515305.563438, 692965.1723, 5339049.6711, 1.0627, 48.175318725, 11.595757003
577, 1762515305.590415, 692965.3132, 5339049.5916, 1.0623, 48.175317972, 11.595758864
578, 1762515305.618181, 692965.4565, 5339049.5108, 1.0618, 48.175317207, 11.595760758
579, 1762515305.660488, 692965.5061, 5339049.4829, 1.0616, 48.175316943, 11.595761412
580, 1762515305.702973, 692965.5973, 5339049.4317, 1.0612, 48.175316458, 11.595762618
581, 1762515305.722374, 692965.7027, 5339049.3725, 1.0607, 48.175315898, 11.595764011
582, 1762515305.752546, 692965.7237, 5339049.3607, 1.0606, 48.175315786, 11.595764289
583, 1762515305.788303, 692965.8712, 5339049.2777, 1.0599, 48.175315000, 11.595766238
584, 1762515305.824258, 692966.0191, 5339049.1944, 1.0593, 48.175314211, 11.595768192
585, 1762515305.865293, 692966.1913, 5339049.0969, 1.0587, 48.175313288, 11.595770466
586, 1762515305.892981, 692966.2118, 5339049.0851, 1.0587, 48.175313177, 11.595770737
587, 1762515305.932015, 692966.3310, 5339049.0169, 1.0584, 48.175312531, 11.595772311
588, 1762515305.968022, 692966.4477, 5339048.9499, 1.0582, 48.175311898, 11.595773853
589, 1762515306.010005, 692966.5992, 5339048.8636, 1.0579, 48.175311081, 11.595775854
590, 1762515306.037821, 692966.7377, 5339048.7851, 1.0576, 48.175310338, 11.595777684
591, 1762515306.073848, 692966.7853, 5339048.7581, 1.0575, 48.175310082, 11.595778313
592, 1762515306.106239, 692966.8997, 5339048.6931, 1.0572, 48.175309468, 11.595779824
593, 1762515306.139134, 692967.0141, 5339048.6280, 1.0568, 48.175308851, 11.595781336
594, 1762515306.159839, 692967.0286, 5339048.6198, 1.0568, 48.175308773, 11.595781526
595, 1762515306.181114, 692967.1657, 5339048.5419, 1.0561, 48.175308036, 11.595783338
596, 1762515306.222931, 692967.2906, 5339048.4711, 1.0552, 48.175307366, 11.595784989
597, 1762515306.257641, 692967.3633, 5339048.4298, 1.0547, 48.175306976, 11.595785948
598, 1762515306.305583, 692967.4848, 5339048.3443, 1.0534, 48.175306174, 11.595787548
599, 1762515306.354002, 692967.6075, 5339048.2636, 1.0519, 48.175305415, 11.595789164
600, 1762515306.364289, 692967.6147, 5339048.2595, 1.0519, 48.175305376, 11.595789259
601, 1762515306.388928, 692967.7538, 5339048.1790, 1.0500, 48.175304616, 11.595791096
602, 1762515306.412354, 692967.8708, 5339048.1114, 1.0483, 48.175303976, 11.595792641
603, 1762515306.459454, 692967.9465, 5339048.0676, 1.0472, 48.175303562, 11.595793641
604, 1762515306.501714, 692968.0372, 5339048.0149, 1.0459, 48.175303064, 11.595794838
605, 1762515306.518524, 692968.1705, 5339047.9369, 1.0442, 48.175302327, 11.595796598
606, 1762515306.557033, 692968.3206, 5339047.8484, 1.0425, 48.175301490, 11.595798580
607, 1762515306.590801, 692968.3659, 5339047.8216, 1.0421, 48.175301237, 11.595799178
608, 1762515306.616681, 692968.4757, 5339047.7566, 1.0410, 48.175300623, 11.595800627
609, 1762515306.649103, 692968.4981, 5339047.7433, 1.0409, 48.175300498, 11.595800923
610, 1762515306.698725, 692968.7140, 5339047.6156, 1.0392, 48.175299292, 11.595803774
611, 1762515306.727325, 692968.7337, 5339047.6039, 1.0390, 48.175299181, 11.595804034
612, 1762515306.754998, 692968.8737, 5339047.5207, 1.0381, 48.175298396, 11.595805882
613, 1762515306.779247, 692968.8904, 5339047.5108, 1.0380, 48.175298302, 11.595806102
614, 1762515306.832781, 692969.0700, 5339047.4033, 1.0369, 48.175297287, 11.595808473
615, 1762515306.865170, 692969.1833, 5339047.3354, 1.0361, 48.175296646, 11.595809967
616, 1762515306.882729, 692969.2862, 5339047.2736, 1.0354, 48.175296063, 11.595811326
617, 1762515306.926154, 692969.3161, 5339047.2556, 1.0352, 48.175295893, 11.595811721
618, 1762515306.963720, 692969.4631, 5339047.1672, 1.0338, 48.175295059, 11.595813661
619, 1762515306.985673, 692969.6188, 5339047.0740, 1.0321, 48.175294179, 11.595815715
620, 1762515307.024024, 692969.6476, 5339047.0567, 1.0318, 48.175294016, 11.595816095
621, 1762515307.059631, 692969.7627, 5339046.9874, 1.0303, 48.175293362, 11.595817614
622, 1762515307.093178, 692969.8760, 5339046.9187, 1.0287, 48.175292714, 11.595819109
623, 1762515307.118193, 692969.9832, 5339046.8534, 1.0270, 48.175292097, 11.595820524
624, 1762515307.160017, 692970.1318, 5339046.7624, 1.0246, 48.175291240, 11.595822484
625, 1762515307.192205, 692970.1538, 5339046.7489, 1.0242, 48.175291113, 11.595822774
626, 1762515307.218669, 692970.3131, 5339046.6514, 1.0216, 48.175290193, 11.595824876
627, 1762515307.257184, 692970.3402, 5339046.6347, 1.0212, 48.175290036, 11.595825234
628, 1762515307.303938, 692970.5519, 5339046.5036, 1.0182, 48.175288800, 11.595828026
629, 1762515307.328364, 692970.5686, 5339046.4932, 1.0179, 48.175288702, 11.595828246
630, 1762515307.356147, 692970.7071, 5339046.4068, 1.0163, 48.175287888, 11.595830073
631, 1762515307.388304, 692970.7290, 5339046.3932, 1.0161, 48.175287759, 11.595830362
632, 1762515307.426542, 692970.8931, 5339046.2708, 1.0148, 48.175286615, 11.595832518
633, 1762515307.464042, 692971.0100, 5339046.1980, 1.0141, 48.175285929, 11.595834059
634, 1762515307.512853, 692971.1334, 5339046.1205, 1.0137, 48.175285199, 11.595835686
635, 1762515307.546102, 692971.2457, 5339046.0490, 1.0133, 48.175284526, 11.595837167
636, 1762515307.565471, 692971.2589, 5339046.0406, 1.0133, 48.175284447, 11.595837341
637, 1762515307.600170, 692971.4020, 5339045.9492, 1.0127, 48.175283587, 11.595839227
638, 1762515307.639941, 692971.5698, 5339045.8426, 1.0117, 48.175282584, 11.595841440
639, 1762515307.670353, 692971.5912, 5339045.8291, 1.0116, 48.175282456, 11.595841722
640, 1762515307.705902, 692971.7057, 5339045.7570, 1.0107, 48.175281777, 11.595843231
641, 1762515307.736576, 692971.8167, 5339045.6871, 1.0099, 48.175281119, 11.595844696
642, 1762515307.768517, 692971.9588, 5339045.5976, 1.0091, 48.175280276, 11.595846569
643, 1762515307.792875, 692971.9755, 5339045.5871, 1.0090, 48.175280177, 11.595846789
644, 1762515307.815510, 692972.1046, 5339045.5053, 1.0086, 48.175279407, 11.595848491
645, 1762515307.873497, 692972.2325, 5339045.4236, 1.0086, 48.175278638, 11.595850177
646, 1762515307.899586, 692972.2503, 5339045.4122, 1.0087, 48.175278530, 11.595850411
647, 1762515307.928683, 692972.3900, 5339045.3224, 1.0091, 48.175277686, 11.595852253
648, 1762515307.955299, 692972.5148, 5339045.2426, 1.0096, 48.175276935, 11.595853899
649, 1762515308.003158, 692972.5830, 5339045.1993, 1.0098, 48.175276527, 11.595854797
650, 1762515308.023281, 692972.6871, 5339045.1334, 1.0102, 48.175275906, 11.595856170
651, 1762515308.053517, 692972.7078, 5339045.1203, 1.0103, 48.175275783, 11.595856443
652, 1762515308.106524, 692972.9164, 5339044.9876, 1.0112, 48.175274534, 11.595859193
653, 1762515308.126343, 692972.9821, 5339044.9452, 1.0120, 48.175274135, 11.595860058
654, 1762515308.162171, 692973.1008, 5339044.8685, 1.0134, 48.175273414, 11.595861623
655, 1762515308.204095, 692973.2397, 5339044.7788, 1.0150, 48.175272570, 11.595863454
656, 1762515308.231244, 692973.3297, 5339044.7207, 1.0161, 48.175272023, 11.595864639
657, 1762515308.261157, 692973.4288, 5339044.6567, 1.0173, 48.175271421, 11.595865946
658, 1762515308.299302, 692973.5552, 5339044.5750, 1.0187, 48.175270653, 11.595867612
659, 1762515308.325811, 692973.6430, 5339044.5183, 1.0198, 48.175270119, 11.595868769
660, 1762515308.362533, 692973.7612, 5339044.4429, 1.0216, 48.175269409, 11.595870327
661, 1762515308.399637, 692973.8757, 5339044.3711, 1.0240, 48.175268733, 11.595871837
662, 1762515308.453945, 692974.0419, 5339044.2682, 1.0272, 48.175267763, 11.595874029
663, 1762515308.488873, 692974.0732, 5339044.2490, 1.0278, 48.175267582, 11.595874442
664, 1762515308.518251, 692974.1871, 5339044.1797, 1.0300, 48.175266929, 11.595875944
665, 1762515308.535702, 692974.1994, 5339044.1723, 1.0302, 48.175266859, 11.595876107
666, 1762515308.557714, 692974.3079, 5339044.1066, 1.0322, 48.175266239, 11.595877540
667, 1762515308.596089, 692974.4592, 5339044.0151, 1.0351, 48.175265376, 11.595879536
668, 1762515308.626391, 692974.4807, 5339044.0022, 1.0355, 48.175265254, 11.595879819
669, 1762515308.659272, 692974.6494, 5339043.9004, 1.0391, 48.175264293, 11.595882045
670, 1762515308.702041, 692974.7437, 5339043.8436, 1.0413, 48.175263757, 11.595883291
671, 1762515308.730426, 692974.8432, 5339043.7841, 1.0435, 48.175263196, 11.595884603
672, 1762515308.753356, 692974.9053, 5339043.7472, 1.0450, 48.175262847, 11.595885423
673, 1762515308.784410, 692975.0722, 5339043.6484, 1.0486, 48.175261914, 11.595887626
674, 1762515308.821947, 692975.1046, 5339043.6294, 1.0493, 48.175261734, 11.595888054
675, 1762515308.852888, 692975.2208, 5339043.5612, 1.0513, 48.175261090, 11.595889588
676, 1762515308.899063, 692975.3475, 5339043.4873, 1.0532, 48.175260392, 11.595891262
677, 1762515308.927197, 692975.4615, 5339043.4213, 1.0545, 48.175259768, 11.595892767
678, 1762515308.963201, 692975.6126, 5339043.3347, 1.0559, 48.175258948, 11.595894763
679, 1762515308.991395, 692975.6328, 5339043.3232, 1.0561, 48.175258839, 11.595895029
680, 1762515309.017797, 692975.7992, 5339043.2286, 1.0575, 48.175257944, 11.595897227
681, 1762515309.060205, 692975.9246, 5339043.1572, 1.0587, 48.175257269, 11.595898884
682, 1762515309.094909, 692975.9493, 5339043.1431, 1.0589, 48.175257135, 11.595899211
683, 1762515309.125697, 692976.0653, 5339043.0770, 1.0603, 48.175256510, 11.595900743
684, 1762515309.155817, 692976.2120, 5339042.9933, 1.0625, 48.175255718, 11.595902680
685, 1762515309.188533, 692976.2353, 5339042.9800, 1.0629, 48.175255592, 11.595902988
686, 1762515309.219687, 692976.4040, 5339042.8845, 1.0661, 48.175254687, 11.595905217
687, 1762515309.251358, 692976.5223, 5339042.8182, 1.0687, 48.175254060, 11.595906781
688, 1762515309.301912, 692976.6527, 5339042.7455, 1.0719, 48.175253371, 11.595908503
689, 1762515309.327583, 692976.6710, 5339042.7352, 1.0723, 48.175253274, 11.595908745
690, 1762515309.351938, 692976.7830, 5339042.6694, 1.0754, 48.175252652, 11.595910224
691, 1762515309.388558, 692976.9347, 5339042.5852, 1.0798, 48.175251854, 11.595912229
692, 1762515309.436302, 692977.1168, 5339042.4862, 1.0850, 48.175250915, 11.595914636
693, 1762515309.454345, 692977.1302, 5339042.4790, 1.0854, 48.175250846, 11.595914813
694, 1762515309.495137, 692977.2547, 5339042.4123, 1.0890, 48.175250214, 11.595916460
695, 1762515309.527440, 692977.3728, 5339042.3498, 1.0923, 48.175249619, 11.595918021
696, 1762515309.561557, 692977.3972, 5339042.3369, 1.0930, 48.175249497, 11.595918345
697, 1762515309.589700, 692977.5441, 5339042.2597, 1.0970, 48.175248764, 11.595920288
698, 1762515309.625058, 692977.7106, 5339042.1731, 1.1016, 48.175247940, 11.595922490
699, 1762515309.660072, 692977.7418, 5339042.1569, 1.1025, 48.175247786, 11.595922904
700, 1762515309.686300, 692977.8561, 5339042.0976, 1.1056, 48.175247223, 11.595924415
701, 1762515309.719860, 692977.9757, 5339042.0358, 1.1087, 48.175246635, 11.595925998
702, 1762515309.748764, 692977.9966, 5339042.0250, 1.1093, 48.175246532, 11.595926274
703, 1762515309.786760, 692978.1516, 5339041.9460, 1.1130, 48.175245779, 11.595928327
704, 1762515309.832796, 692978.3346, 5339041.8541, 1.1168, 48.175244904, 11.595930749
705, 1762515309.858390, 692978.3601, 5339041.8414, 1.1173, 48.175244783, 11.595931086
706, 1762515309.909698, 692978.5839, 5339041.7305, 1.1211, 48.175243726, 11.595934049
707, 1762515309.930735, 692978.5991, 5339041.7230, 1.1213, 48.175243654, 11.595934251
708, 1762515309.957451, 692978.7463, 5339041.6511, 1.1235, 48.175242968, 11.595936199
709, 1762515309.983555, 692978.7653, 5339041.6418, 1.1237, 48.175242880, 11.595936451
710, 1762515310.020363, 692978.9414, 5339041.5566, 1.1260, 48.175242066, 11.595938783
711, 1762515310.053030, 692979.0622, 5339041.4979, 1.1273, 48.175241506, 11.595940383
712, 1762515310.101205, 692979.1923, 5339041.4346, 1.1287, 48.175240901, 11.595942107
713, 1762515310.125960, 692979.2102, 5339041.4258, 1.1288, 48.175240818, 11.595942344
714, 1762515310.154235, 692979.3259, 5339041.3699, 1.1299, 48.175240284, 11.595943876
715, 1762515310.186397, 692979.4761, 5339041.2979, 1.1311, 48.175239597, 11.595945865
716, 1762515310.219521, 692979.5000, 5339041.2865, 1.1312, 48.175239488, 11.595946181
717, 1762515310.259751, 692979.6782, 5339041.2014, 1.1325, 48.175238675, 11.595948543
718, 1762515310.294903, 692979.7975, 5339041.1442, 1.1332, 48.175238128, 11.595950123
719, 1762515310.327359, 692979.9447, 5339041.0735, 1.1339, 48.175237452, 11.595952073
720, 1762515310.365571, 692979.9720, 5339041.0604, 1.1340, 48.175237327, 11.595952435
721, 1762515310.390920, 692980.1363, 5339040.9822, 1.1345, 48.175236581, 11.595954612
722, 1762515310.424707, 692980.1625, 5339040.9698, 1.1346, 48.175236462, 11.595954959
723, 1762515310.463019, 692980.2892, 5339040.9047, 1.1347, 48.175235842, 11.595956634
724, 1762515310.498986, 692980.4082, 5339040.8484, 1.1349, 48.175235304, 11.595958211
725, 1762515310.525490, 692980.5487, 5339040.7816, 1.1352, 48.175234666, 11.595960073
726, 1762515310.553536, 692980.5703, 5339040.7713, 1.1353, 48.175234568, 11.595960359
727, 1762515310.587924, 692980.6874, 5339040.7159, 1.1356, 48.175234038, 11.595961910
728, 1762515310.626441, 692980.8068, 5339040.6597, 1.1359, 48.175233500, 11.595963492
729, 1762515310.668453, 692980.9593, 5339040.5881, 1.1363, 48.175232816, 11.595965513
730, 1762515310.722628, 692981.1381, 5339040.5039, 1.1367, 48.175232011, 11.595967883
731, 1762515310.755897, 692981.2512, 5339040.4505, 1.1369, 48.175231500, 11.595969380
732, 1762515310.777776, 692981.2651, 5339040.4440, 1.1370, 48.175231437, 11.595969565
733, 1762515310.812917, 692981.4098, 5339040.3758, 1.1371, 48.175230785, 11.595971482
734, 1762515310.846630, 692981.5545, 5339040.3080, 1.1370, 48.175230137, 11.595973400
735, 1762515310.866550, 692981.5683, 5339040.3016, 1.1370, 48.175230076, 11.595973582
736, 1762515310.890846, 692981.6772, 5339040.2504, 1.1368, 48.175229587, 11.595975026
737, 1762515310.929625, 692981.7516, 5339040.2153, 1.1366, 48.175229251, 11.595976011
738, 1762515310.959332, 692981.8622, 5339040.1631, 1.1363, 48.175228752, 11.595977477
739, 1762515310.988182, 692981.8820, 5339040.1538, 1.1362, 48.175228663, 11.595977739
740, 1762515311.024514, 692981.9970, 5339040.0998, 1.1357, 48.175228146, 11.595979262
741, 1762515311.049555, 692982.1339, 5339040.0355, 1.1351, 48.175227531, 11.595981076
742, 1762515311.104403, 692982.3108, 5339039.9521, 1.1341, 48.175226733, 11.595983420
743, 1762515311.128338, 692982.3280, 5339039.9439, 1.1340, 48.175226656, 11.595983648
744, 1762515311.156316, 692982.4365, 5339039.8923, 1.1334, 48.175226162, 11.595985085
745, 1762515311.193409, 692982.5507, 5339039.8379, 1.1328, 48.175225642, 11.595986598
746, 1762515311.235940, 692982.6984, 5339039.7675, 1.1319, 48.175224970, 11.595988555
747, 1762515311.257720, 692982.7132, 5339039.7605, 1.1318, 48.175224903, 11.595988751
748, 1762515311.291230, 692982.8829, 5339039.6771, 1.1306, 48.175224107, 11.595990999
749, 1762515311.321158, 692982.9049, 5339039.6666, 1.1304, 48.175224007, 11.595991290
750, 1762515311.352644, 692983.0155, 5339039.6135, 1.1294, 48.175223500, 11.595992755
751, 1762515311.391920, 692983.1308, 5339039.5580, 1.1283, 48.175222969, 11.595994282
752, 1762515311.421765, 692983.2397, 5339039.5057, 1.1271, 48.175222470, 11.595995725
753, 1762515311.452430, 692983.2604, 5339039.4958, 1.1269, 48.175222376, 11.595995998
754, 1762515311.487414, 692983.4023, 5339039.4279, 1.1252, 48.175221727, 11.595997879
755, 1762515311.518319, 692983.5620, 5339039.3510, 1.1231, 48.175220992, 11.595999994
756, 1762515311.553261, 692983.5862, 5339039.3392, 1.1228, 48.175220880, 11.596000314
