# time, id, conf, x, y, z, ego_x, ego_y, orient, side, R, G, B
1762515287.429, 2, 0.89, 692934.93, 5339060.09, 549.68, 692921.60, 5339073.82, 1.09, 20-20-40
1762515287.429, 4, 0.79, 692951.92, 5339049.11, 551.57, 692921.60, 5339073.82, 1.09, 80-80-80
1762515287.469, 1, 0.92, 692958.53, 5339055.55, 551.67, 692921.63, 5339073.80, 1.09, 100-60-60
1762515287.469, 3, 0.91, 692942.99, 5339054.73, 550.49, 692921.63, 5339073.80, 1.09, 80-80-80
1762515287.469, 2, 0.90, 692934.92, 5339060.08, 549.68, 692921.63, 5339073.80, 1.09, 20-20-40
1762515287.469, 4, 0.78, 692951.94, 5339049.15, 551.57, 692921.63, 5339073.80, 1.09, 80-80-80
1762515287.504, 1, 0.92, 692958.53, 5339055.55, 551.67, 692921.67, 5339073.78, 1.09, 100-60-60
1762515287.504, 2, 0.91, 692934.79, 5339060.22, 549.67, 692921.67, 5339073.78, 1.09, 20-20-40
1762515287.504, 3, 0.91, 692942.64, 5339055.01, 550.46, 692921.67, 5339073.78, 1.09, 80-80-80
1762515287.504, 4, 0.79, 692951.94, 5339049.15, 551.57, 692921.67, 5339073.78, 1.09, 80-80-80
1762515287.504, 6, 0.67, 692964.80, 5339049.32, 552.55, 692921.67, 5339073.78, 1.09, 80-100-100
1762515287.528, 1, 0.92, 692958.53, 5339055.55, 551.67, 692921.67, 5339073.78, 1.09, 100-60-60
1762515287.528, 2, 0.90, 692934.91, 5339060.06, 549.67, 692921.67, 5339073.78, 1.09, 20-20-40
1762515287.528, 3, 0.90, 692942.64, 5339055.01, 550.49, 692921.67, 5339073.78, 1.09, 80-80-80
1762515287.528, 4, 0.80, 692952.62, 5339048.54, 551.64, 692921.67, 5339073.78, 1.09, 80-80-80
1762515287.528, 6, 0.64, 692964.80, 5339049.32, 552.55, 692921.67, 5339073.78, 1.09, 80-100-100
1762515287.551, 1, 0.92, 692958.53, 5339055.55, 551.71, 692921.71, 5339073.76, 1.09, 100-60-60
1762515287.551, 3, 0.90, 692942.63, 5339054.99, 550.46, 692921.71, 5339073.76, 1.09, 80-80-80
1762515287.551, 2, 0.90, 692934.91, 5339060.05, 549.67, 692921.71, 5339073.76, 1.09, 20-40-60
1762515287.551, 4, 0.79, 692951.92, 5339049.11, 551.57, 692921.71, 5339073.76, 1.09, 80-80-80
1762515287.596, 1, 0.92, 692958.68, 5339055.49, 551.67, 692921.74, 5339073.74, 1.09, 100-60-60
1762515287.596, 2, 0.90, 692935.05, 5339059.98, 549.67, 692921.74, 5339073.74, 1.09, 20-40-60
1762515287.596, 3, 0.90, 692942.77, 5339054.92, 550.47, 692921.74, 5339073.74, 1.09, 80-80-80
1762515287.596, 4, 0.80, 692952.76, 5339048.47, 551.64, 692921.74, 5339073.74, 1.09, 80-80-80
1762515287.629, 1, 0.92, 692958.70, 5339055.48, 551.71, 692921.74, 5339073.74, 1.09, 100-60-60
1762515287.629, 3, 0.90, 692942.80, 5339054.91, 550.47, 692921.74, 5339073.74, 1.09, 80-80-80
1762515287.629, 2, 0.90, 692934.94, 5339060.09, 549.66, 692921.74, 5339073.74, 1.09, 20-20-40
1762515287.629, 4, 0.80, 692952.79, 5339048.46, 551.61, 692921.74, 5339073.74, 1.09, 80-80-80
1762515287.676, 1, 0.92, 692958.74, 5339055.46, 551.68, 692921.78, 5339073.72, 1.09, 100-60-60
1762515287.676, 3, 0.91, 692942.84, 5339054.89, 550.47, 692921.78, 5339073.72, 1.09, 80-80-80
1762515287.676, 2, 0.90, 692934.98, 5339060.07, 549.66, 692921.78, 5339073.72, 1.09, 20-40-60
1762515287.676, 4, 0.79, 692952.83, 5339048.45, 551.65, 692921.78, 5339073.72, 1.09, 80-80-80
1762515287.676, 6, 0.67, 692965.02, 5339049.23, 552.56, 692921.78, 5339073.72, 1.09, 80-100-100
1762515287.710, 1, 0.92, 692958.78, 5339055.45, 551.68, 692921.82, 5339073.70, 1.09, 100-60-60
1762515287.710, 3, 0.90, 692942.54, 5339055.15, 550.45, 692921.82, 5339073.70, 1.09, 80-80-80
1762515287.710, 2, 0.89, 692935.00, 5339060.04, 549.66, 692921.82, 5339073.70, 1.09, 20-20-40
1762515287.710, 4, 0.77, 692952.15, 5339048.97, 551.55, 692921.82, 5339073.70, 1.09, 80-80-80
1762515287.750, 1, 0.92, 692958.80, 5339055.43, 551.67, 692921.87, 5339073.68, 1.09, 100-60-60
1762515287.750, 3, 0.90, 692942.56, 5339055.11, 550.44, 692921.87, 5339073.68, 1.09, 80-80-80
1762515287.750, 2, 0.88, 692934.90, 5339060.14, 549.66, 692921.87, 5339073.68, 1.09, 20-20-40
1762515287.750, 4, 0.77, 692952.18, 5339048.96, 551.58, 692921.87, 5339073.68, 1.09, 80-80-80
1762515287.761, 1, 0.92, 692958.82, 5339055.42, 551.67, 692921.87, 5339073.68, 1.09, 100-60-60
1762515287.761, 3, 0.90, 692942.57, 5339055.10, 550.44, 692921.87, 5339073.68, 1.09, 80-80-80
1762515287.761, 2, 0.89, 692934.79, 5339060.27, 549.66, 692921.87, 5339073.68, 1.09, 20-40-60
1762515287.761, 4, 0.79, 692952.20, 5339048.95, 551.58, 692921.87, 5339073.68, 1.09, 80-80-80
1762515287.782, 1, 0.92, 692958.84, 5339055.41, 551.71, 692921.90, 5339073.66, 1.09, 100-60-60
1762515287.782, 3, 0.89, 692942.59, 5339055.09, 550.44, 692921.90, 5339073.66, 1.09, 80-80-80
1762515287.782, 2, 0.89, 692934.68, 5339060.38, 549.65, 692921.90, 5339073.66, 1.09, 20-40-60
1762515287.782, 4, 0.77, 692951.55, 5339049.49, 551.52, 692921.90, 5339073.66, 1.09, 80-80-80
1762515287.824, 1, 0.92, 692958.88, 5339055.40, 551.71, 692921.90, 5339073.66, 1.09, 100-60-60
1762515287.824, 3, 0.89, 692942.61, 5339055.05, 550.44, 692921.90, 5339073.66, 1.09, 80-80-80
1762515287.824, 2, 0.89, 692934.84, 5339060.23, 549.66, 692921.90, 5339073.66, 1.09, 20-20-40
1762515287.824, 4, 0.80, 692951.59, 5339049.47, 551.51, 692921.90, 5339073.66, 1.09, 80-80-80
